#Epoch  Link[0]   Link[1]   Link[2]   Link[3]   HMC bandwidth
1       0.363588  0.357628  0.357628  0.357628  1.43647   
2       0.298023  0.298023  0.298023  0.298023  1.19209   
3       0.214577  0.220537  0.220537  0.214577  0.870228  
4       0.137091  0.137091  0.137091  0.137091  0.548363  
5       0.166893  0.166893  0.166893  0.172853  0.673532  
6       0.12517   0.12517   0.12517   0.119209  0.494719  
7       0.0655651 0.0655651 0.0655651 0.0655651 0.26226   
8       0.0655651 0.0655651 0.0655651 0.0655651 0.26226   
9       0.107288  0.107288  0.107288  0.113249  0.435114  
10      0.345707  0.345707  0.345707  0.345707  1.38283   
11      0.26226   0.26226   0.26226   0.26226   1.04904   
12      0.0476837 0.0476837 0.0417233 0.0417233 0.178814  
13      0.280142  0.280142  0.286102  0.280142  1.12653   
14      0.2563    0.2563    0.2563    0.26226   1.03116   
15      0.0357628 0.0357628 0.0357628 0.0298023 0.137091  
16      0.292063  0.286102  0.286102  0.292063  1.15633   
17      0.172853  0.178814  0.178814  0.178814  0.709295  
18      0.292063  0.286102  0.268221  0.286102  1.13249   
19      1.21593   1.19805   1.18613   1.23382   4.83394   
20      1.32322   1.22786   1.34706   1.26958   5.16772   
21      1.5378    1.59144   1.44839   1.5676    6.14524   
22      1.7941    1.77026   1.81198   1.65105   7.02143   
23      1.96099   1.95503   2.09212   1.88947   7.89762   
24      1.90735   2.6226    1.94311   2.48551   8.95262   
25      2.42591   2.30074   2.30074   2.28286   9.30429   
26      1.36495   2.89083   1.60336   3.46899   9.33409   
27      1.055     3.12924   1.40667   3.74913   9.34601   
28      1.07288   3.11136   1.42455   3.72529   9.34005   
29      1.0848    3.14116   1.41263   3.73721   9.37581   
