#Epoch  Link[0]   Link[1]   Link[2]   Link[3]   HMC bandwidth
1       0.309944  0.309944  0.309944  0.309944  1.23978   
2       0.25034   0.25034   0.244379  0.244379  0.989437  
3       0.0834465 0.077486  0.0834465 0.0834465 0.327826  
4       0.005960460.005960460.005960460.005960460.0238419 
5       0.172853  0.172853  0.172853  0.172853  0.691414  
6       0.989437  0.995398  0.995398  0.989437  3.96371   
7       1.14441   1.14441   1.14441   1.15037   4.5836    
8       1.15037   1.14441   1.14441   1.14441   4.5836    
9       1.14441   1.15037   1.15037   1.14441   4.58956   
10      1.22786   1.21593   1.20997   1.2219    4.87566   
11      1.72257   1.75238   1.75834   1.75834   6.99162   
12      2.28882   2.29478   2.29478   2.28882   9.16719   
13      2.29478   2.28882   2.28882   2.29478   9.17315   
14      2.29478   2.29478   2.29478   2.29478   9.17315   
15      2.28882   2.29478   2.29478   2.28882   9.16719   
16      2.29478   2.28882   2.28882   2.29478   9.16719   
17      2.28882   2.29478   2.29478   2.28882   9.17315   
18      2.29478   2.28882   2.29478   2.29478   9.17315   
19      2.29478   2.29478   2.28882   2.29478   9.16719   
20      2.28882   2.29478   2.29478   2.28882   9.16719   
21      2.29478   2.28882   2.28882   2.29478   9.17315   
22      2.28882   2.29478   2.29478   2.28882   9.16719   
23      2.29478   2.29478   2.29478   2.29478   9.17315   
24      2.29478   2.28882   2.28882   2.29478   9.16719   
25      2.28882   2.29478   2.29478   2.28882   9.16719   
26      2.29478   2.28882   2.28882   2.29478   9.17315   
27      2.29478   2.29478   2.29478   2.29478   9.17315   
28      2.28882   2.29478   2.29478   2.28882   9.16719   
29      2.29478   2.28882   2.28882   2.29478   9.16719   
