#Epoch  Link[0]   Link[1]   Link[2]   Link[3]   HMC bandwidth
1       0.429153  0.429153  0.429153  0.429153  1.71661   
2       0.458956  0.458956  0.452995  0.452995  1.8239    
3       0.452995  0.452995  0.458956  0.458956  1.8239    
4       0.25034   0.25034   0.25034   0.25034   1.00136   
5       0.0476837 0.0476837 0.0417233 0.0417233 0.178814  
6       0.0536442 0.0476837 0.0536442 0.0536442 0.208616  
7       0.0417233 0.0476837 0.0476837 0.0417233 0.178814  
8       0.0536442 0.0536442 0.0476837 0.0536442 0.208616  
9       0.0417233 0.0417233 0.0476837 0.0476837 0.178814  
10      0.0476837 0.0476837 0.0417233 0.0417233 0.178814  
11      0.0536442 0.0476837 0.0536442 0.0536442 0.208616  
12      0.0417233 0.0476837 0.0476837 0.0417233 0.178814  
13      0.0476837 0.0417233 0.0417233 0.0476837 0.178814  
14      0.0476837 0.0536442 0.0536442 0.0536442 0.208616  
15      0.0476837 0.0476837 0.0417233 0.0417233 0.178814  
16      0.0536442 0.0476837 0.0536442 0.0536442 0.208616  
17      0.0417233 0.0476837 0.0476837 0.0417233 0.178814  
18      0.0476837 0.0417233 0.0417233 0.0476837 0.178814  
19      0.0476837 0.0536442 0.0536442 0.0536442 0.208616  
20      0.0476837 0.0476837 0.0417233 0.0417233 0.178814  
21      0.0417233 0.0417233 0.0476837 0.0476837 0.178814  
22      0.0536442 0.0536442 0.0536442 0.0476837 0.208616  
23      0.0476837 0.0417233 0.0417233 0.0476837 0.178814  
24      0.0476837 0.0536442 0.0536442 0.0536442 0.202656  
25      0.0476837 0.0476837 0.0417233 0.0417233 0.184774  
26      0.0417233 0.0417233 0.0476837 0.0476837 0.178814  
27      0.0536442 0.0536442 0.0536442 0.0476837 0.208616  
28      0.0476837 0.0417233 0.0417233 0.0476837 0.178814  
29      0.0417233 0.0476837 0.0476837 0.0417233 0.178814  
