#Epoch  Link[0]   Link[1]   Link[2]   Link[3]   HMC bandwidth
1       0.13113   0.13113   0.13113   0.12517   0.51856   
2       0.917912  0.911951  0.911951  0.917912  3.65376   
3       1.14441   1.15037   1.14441   1.14441   4.5836    
4       1.14441   1.14441   1.15037   1.14441   4.5836    
5       1.03712   1.03712   1.03116   1.03712   4.14848   
6       0.226498  0.214577  0.226498  0.238419  0.90003   
7       0.0715256 0.0119209 0.0476837 0.0417233 0.178814  
8       0.0536442 0.0119209 0.0357628 0.0298023 0.13113   
9       0.0298023 0.0357628 0.0417233 0.0238419 0.13113   
10      0.0298023 0.0238419 0.0238419 0.0298023 0.107288  
11      0.0238419 0.0298023 0.0298023 0.0238419 0.107288  
12      0.0357628 0.0357628 0.0536442 0.0178814 0.143051  
13      0.0298023 0.0298023 0.0298023 0.0238419 0.113249  
14      0.202656  0.166893  0.232458  0.178814  0.77486   
15      0.846386  0.852346  0.876188  0.870228  3.44515   
16      1.2219    1.23978   1.21593   1.19805   4.87566   
17      1.77026   1.75238   1.74642   1.74642   7.01547   
18      1.58548   1.59144   1.60933   1.60336   6.38962   
19      1.75238   1.77026   1.7941    1.77622   7.09295   
20      1.72853   1.78814   1.78814   1.77026   7.07507   
21      1.66893   1.65105   1.68085   1.69873   6.69956   
22      1.85966   1.84774   1.86563   1.83582   7.40886   
23      1.86563   1.85966   1.85966   1.86563   7.45058   
24      1.85966   1.86563   1.86563   1.85966   7.45058   
25      1.86563   1.85966   1.85966   1.86563   7.45058   
26      1.85966   1.86563   1.86563   1.85966   7.45058   
27      1.86563   1.85966   1.85966   1.86563   7.45058   
28      1.85966   1.86563   1.86563   1.85966   7.45058   
29      1.86563   1.85966   1.85966   1.86563   7.45058   
